chart,age,age_units,gender,measure,measure_units,L,M,S
fenton_2013,42.71428571,weeks,f,weight,g,0.133002451,3929.595558,0.139738421
fenton_2013,42.85714286,weeks,f,weight,g,0.132837969,3958.42806,0.139458977
fenton_2013,43,weeks,f,weight,g,0.132778719,3987.366391,0.139185141
fenton_2013,43.14285714,weeks,f,weight,g,0.132813962,4016.400196,0.138916627
fenton_2013,43.28571429,weeks,f,weight,g,0.132932956,4045.51912,0.138653148
fenton_2013,43.42857143,weeks,f,weight,g,0.133124959,4074.71281,0.138394419
fenton_2013,43.57142857,weeks,f,weight,g,0.13337923,4103.97091,0.138140155
fenton_2013,43.71428571,weeks,f,weight,g,0.133684971,4133.283042,0.137890069
fenton_2013,43.85714286,weeks,f,weight,g,0.134031331,4162.638802,0.137643875
fenton_2013,44,weeks,f,weight,g,0.134407459,4192.027788,0.137401289
fenton_2013,44.14285714,weeks,f,weight,g,0.134802501,4221.439596,0.137162023
fenton_2013,44.28571429,weeks,f,weight,g,0.135205605,4250.863822,0.136925793
fenton_2013,44.42857143,weeks,f,weight,g,0.135605918,4280.290063,0.136692312
fenton_2013,44.57142857,weeks,f,weight,g,0.135992597,4309.707915,0.136461295
fenton_2013,44.71428571,weeks,f,weight,g,0.136354996,4339.106966,0.136232455
fenton_2013,44.85714286,weeks,f,weight,g,0.136682672,4368.476795,0.136005508
fenton_2013,45,weeks,f,weight,g,0.136965189,4397.806981,0.135780167
fenton_2013,45.14285714,weeks,f,weight,g,0.137192111,4427.087105,0.135556147
fenton_2013,45.28571429,weeks,f,weight,g,0.137353002,4456.306744,0.135333162
fenton_2013,45.42857143,weeks,f,weight,g,0.137437427,4485.455479,0.135110926
fenton_2013,45.57142857,weeks,f,weight,g,0.137434917,4514.523063,0.13488916
fenton_2013,45.71428571,weeks,f,weight,g,0.137334259,4543.503301,0.134667717
fenton_2013,45.85714286,weeks,f,weight,g,0.137123494,4572.394042,0.134446588
fenton_2013,46,weeks,f,weight,g,0.13679063,4601.193312,0.134225767
fenton_2013,46.14285714,weeks,f,weight,g,0.136323674,4629.899137,0.134005251
fenton_2013,46.28571429,weeks,f,weight,g,0.135710637,4658.509542,0.133785034
fenton_2013,46.42857143,weeks,f,weight,g,0.134939526,4687.022555,0.133565112
fenton_2013,46.57142857,weeks,f,weight,g,0.13399847,4715.43619,0.13334548
fenton_2013,46.71428571,weeks,f,weight,g,0.132878381,4743.748247,0.133126134
fenton_2013,46.85714286,weeks,f,weight,g,0.131572954,4771.956304,0.132907069
fenton_2013,47,weeks,f,weight,g,0.130076002,4800.057931,0.132688282
fenton_2013,47.14285714,weeks,f,weight,g,0.128381342,4828.050698,0.132469767
fenton_2013,47.28571429,weeks,f,weight,g,0.126482787,4855.932174,0.132251522
fenton_2013,47.42857143,weeks,f,weight,g,0.124374153,4883.699928,0.132033541
fenton_2013,47.57142857,weeks,f,weight,g,0.122048803,4911.351566,0.131815822
fenton_2013,47.71428571,weeks,f,weight,g,0.119489717,4938.885511,0.131598357
fenton_2013,47.85714286,weeks,f,weight,g,0.116669491,4966.301004,0.131381142
fenton_2013,48,weeks,f,weight,g,0.11356027,4993.597322,0.13116417
fenton_2013,48.14285714,weeks,f,weight,g,0.110134199,5020.773742,0.130947436
fenton_2013,48.28571429,weeks,f,weight,g,0.106363422,5047.829539,0.130730932
fenton_2013,48.42857143,weeks,f,weight,g,0.102220084,5074.763992,0.130514653
fenton_2013,48.57142857,weeks,f,weight,g,0.097682692,5101.576243,0.130298593
fenton_2013,48.71428571,weeks,f,weight,g,0.092876069,5128.262384,0.13008275
fenton_2013,48.85714286,weeks,f,weight,g,0.08807136,5154.815452,0.129867124
fenton_2013,49,weeks,f,weight,g,0.083546067,5181.228351,0.129651717
fenton_2013,49.14285714,weeks,f,weight,g,0.079577695,5207.493987,0.129436529
fenton_2013,49.28571429,weeks,f,weight,g,0.076443749,5233.605264,0.129221563
fenton_2013,49.42857143,weeks,f,weight,g,0.074421732,5259.555087,0.12900682
fenton_2013,49.57142857,weeks,f,weight,g,0.073774271,5285.337533,0.128792299
fenton_2013,49.71428571,weeks,f,weight,g,0.074421807,5310.97364,0.128577969
fenton_2013,49.85714286,weeks,f,weight,g,0.075942591,5336.511405,0.128363768
fenton_2013,50,weeks,f,weight,g,0.0779,5362,0.12814963
fenton_2013,23.5,weeks,m,head_circ,cm,1,21.25674091,0.0579276
fenton_2013,23.57142857,weeks,m,head_circ,cm,1,21.32685553,0.057876267
fenton_2013,23.71428571,weeks,m,head_circ,cm,1,21.46707757,0.05777355
fenton_2013,23.85714286,weeks,m,head_circ,cm,1,21.60727803,0.057670682
fenton_2013,24,weeks,m,head_circ,cm,1,21.74744252,0.057567562
fenton_2013,24.14285714,weeks,m,head_circ,cm,1,21.88755666,0.057464089
fenton_2013,24.28571429,weeks,m,head_circ,cm,1,22.02760605,0.057360162
fenton_2013,24.42857143,weeks,m,head_circ,cm,1,22.16757631,0.05725568
fenton_2013,24.57142857,weeks,m,head_circ,cm,1,22.30745336,0.057150545
fenton_2013,24.71428571,weeks,m,head_circ,cm,1,22.44723002,0.057044707
fenton_2013,24.85714286,weeks,m,head_circ,cm,1,22.58690606,0.056938163
fenton_2013,25,weeks,m,head_circ,cm,1,22.72648153,0.056830915
fenton_2013,25.14285714,weeks,m,head_circ,cm,1,22.86595649,0.056722962
fenton_2013,25.28571429,weeks,m,head_circ,cm,1,23.005331,0.056614305
fenton_2013,25.42857143,weeks,m,head_circ,cm,1,23.14460512,0.056504944
fenton_2013,25.57142857,weeks,m,head_circ,cm,1,23.28377882,0.05639488
fenton_2013,25.71428571,weeks,m,head_circ,cm,1,23.42285022,0.056284098
fenton_2013,25.85714286,weeks,m,head_circ,cm,1,23.56181559,0.056172574
fenton_2013,26,weeks,m,head_circ,cm,1,23.70067113,0.056060279
fenton_2013,26.14285714,weeks,m,head_circ,cm,1,23.83941301,0.055947188
fenton_2013,26.28571429,weeks,m,head_circ,cm,1,23.97803742,0.055833274
fenton_2013,26.42857143,weeks,m,head_circ,cm,1,24.11654056,0.055718509
fenton_2013,26.57142857,weeks,m,head_circ,cm,1,24.25491862,0.055602868
fenton_2013,26.71428571,weeks,m,head_circ,cm,1,24.39316832,0.055486328
fenton_2013,26.85714286,weeks,m,head_circ,cm,1,24.53128686,0.055368868
fenton_2013,27,weeks,m,head_circ,cm,1,24.66927146,0.055250469
fenton_2013,27.14285714,weeks,m,head_circ,cm,1,24.80711935,0.055131112
fenton_2013,27.28571429,weeks,m,head_circ,cm,1,24.94482775,0.055010778
fenton_2013,27.42857143,weeks,m,head_circ,cm,1,25.08239388,0.054889446
fenton_2013,27.57142857,weeks,m,head_circ,cm,1,25.21981496,0.054767098
fenton_2013,27.71428571,weeks,m,head_circ,cm,1,25.35708809,0.054643712
fenton_2013,27.85714286,weeks,m,head_circ,cm,1,25.4942102,0.054519268
fenton_2013,28,weeks,m,head_circ,cm,1,25.63117825,0.054393745
fenton_2013,28.14285714,weeks,m,head_circ,cm,1,25.76798918,0.05426712
fenton_2013,28.28571429,weeks,m,head_circ,cm,1,25.90463995,0.054139373
fenton_2013,28.42857143,weeks,m,head_circ,cm,1,26.04112749,0.054010481
fenton_2013,28.57142857,weeks,m,head_circ,cm,1,26.17744875,0.053880425
fenton_2013,28.71428571,weeks,m,head_circ,cm,1,26.31360072,0.053749181
fenton_2013,28.85714286,weeks,m,head_circ,cm,1,26.44958041,0.05361673
fenton_2013,29,weeks,m,head_circ,cm,1,26.58538485,0.053483051
fenton_2013,29.14285714,weeks,m,head_circ,cm,1,26.72101106,0.053348123
fenton_2013,29.28571429,weeks,m,head_circ,cm,1,26.85645606,0.053211925
fenton_2013,29.42857143,weeks,m,head_circ,cm,1,26.99171687,0.053074435
fenton_2013,29.57142857,weeks,m,head_circ,cm,1,27.12679051,0.052935634
fenton_2013,29.71428571,weeks,m,head_circ,cm,1,27.26167399,0.0527955
fenton_2013,29.85714286,weeks,m,head_circ,cm,1,27.39636431,0.052654012
fenton_2013,30,weeks,m,head_circ,cm,1,27.53085847,0.05251115
fenton_2013,30.14285714,weeks,m,head_circ,cm,1,27.66515348,0.052366891
fenton_2013,30.28571429,weeks,m,head_circ,cm,1,27.79924633,0.052221216
fenton_2013,30.42857143,weeks,m,head_circ,cm,1,27.93313402,0.052074102
fenton_2013,30.57142857,weeks,m,head_circ,cm,1,28.0668129,0.051925531
fenton_2013,30.71428571,weeks,m,head_circ,cm,1,28.20026393,0.05177551
fenton_2013,30.85714286,weeks,m,head_circ,cm,1,28.33345275,0.051624071
fenton_2013,31,weeks,m,head_circ,cm,1,28.46634433,0.05147125
fenton_2013,31.14285714,weeks,m,head_circ,cm,1,28.59890363,0.051317082
fenton_2013,31.28571429,weeks,m,head_circ,cm,1,28.7310956,0.051161603
fenton_2013,31.42857143,weeks,m,head_circ,cm,1,28.86288521,0.051004846
fenton_2013,31.57142857,weeks,m,head_circ,cm,1,28.99423743,0.050846848
fenton_2013,31.71428571,weeks,m,head_circ,cm,1,29.12511721,0.050687642
fenton_2013,31.85714286,weeks,m,head_circ,cm,1,29.25548952,0.050527265
fenton_2013,32,weeks,m,head_circ,cm,1,29.38531931,0.05036575
fenton_2013,32.14285714,weeks,m,head_circ,cm,1,29.51457156,0.050203133
fenton_2013,32.28571429,weeks,m,head_circ,cm,1,29.64321122,0.05003945
fenton_2013,32.42857143,weeks,m,head_circ,cm,1,29.77120325,0.049874734
fenton_2013,32.57142857,weeks,m,head_circ,cm,1,29.89851261,0.049709021
fenton_2013,32.71428571,weeks,m,head_circ,cm,1,30.02510427,0.049542346
fenton_2013,32.85714286,weeks,m,head_circ,cm,1,30.15094319,0.049374744
fenton_2013,33,weeks,m,head_circ,cm,1,30.27599432,0.04920625
fenton_2013,33.14285714,weeks,m,head_circ,cm,1,30.40022263,0.049036899
fenton_2013,33.28571429,weeks,m,head_circ,cm,1,30.52359309,0.048866725
fenton_2013,33.42857143,weeks,m,head_circ,cm,1,30.64607064,0.048695765
fenton_2013,33.57142857,weeks,m,head_circ,cm,1,30.76762027,0.048524052
fenton_2013,33.71428571,weeks,m,head_circ,cm,1,30.88820691,0.048351622
fenton_2013,33.85714286,weeks,m,head_circ,cm,1,31.00779555,0.048178509
fenton_2013,34,weeks,m,head_circ,cm,1,31.12635114,0.04800475
fenton_2013,34.14285714,weeks,m,head_circ,cm,1,31.24383863,0.047830378
fenton_2013,34.28571429,weeks,m,head_circ,cm,1,31.360223,0.047655429
fenton_2013,34.42857143,weeks,m,head_circ,cm,1,31.47546921,0.047479938
fenton_2013,34.57142857,weeks,m,head_circ,cm,1,31.5895422,0.04730394
fenton_2013,34.71428571,weeks,m,head_circ,cm,1,31.70240696,0.047127469
fenton_2013,34.85714286,weeks,m,head_circ,cm,1,31.81402844,0.04695056
fenton_2013,35,weeks,m,head_circ,cm,1,31.92437159,0.04677325
fenton_2013,35.14285714,weeks,m,head_circ,cm,1,32.03340139,0.046595572
fenton_2013,35.28571429,weeks,m,head_circ,cm,1,32.14108279,0.046417562
fenton_2013,35.42857143,weeks,m,head_circ,cm,1,32.24738075,0.046239254
fenton_2013,35.57142857,weeks,m,head_circ,cm,1,32.35226159,0.046060684
fenton_2013,35.71428571,weeks,m,head_circ,cm,1,32.45572237,0.045881887
fenton_2013,35.85714286,weeks,m,head_circ,cm,1,32.55779097,0.045702897
fenton_2013,36,weeks,m,head_circ,cm,1,32.65849659,0.04552375
fenton_2013,36.14285714,weeks,m,head_circ,cm,1,32.75786845,0.04534448
fenton_2013,36.28571429,weeks,m,head_circ,cm,1,32.85593575,0.045165123
fenton_2013,36.42857143,weeks,m,head_circ,cm,1,32.9527277,0.044985714
fenton_2013,36.57142857,weeks,m,head_circ,cm,1,33.04827351,0.044806286
fenton_2013,36.71428571,weeks,m,head_circ,cm,1,33.14260238,0.044626877
fenton_2013,36.85714286,weeks,m,head_circ,cm,1,33.23574352,0.04444752
fenton_2013,37,weeks,m,head_circ,cm,1,33.32772614,0.04426825
fenton_2013,37.14285714,weeks,m,head_circ,cm,1,33.41857944,0.044089103
fenton_2013,37.28571429,weeks,m,head_circ,cm,1,33.50833264,0.043910113
fenton_2013,37.42857143,weeks,m,head_circ,cm,1,33.59701495,0.043731316
fenton_2013,37.57142857,weeks,m,head_circ,cm,1,33.68465556,0.043552746
fenton_2013,37.71428571,weeks,m,head_circ,cm,1,33.77128368,0.043374438
fenton_2013,37.85714286,weeks,m,head_circ,cm,1,33.85692853,0.043196428
fenton_2013,38,weeks,m,head_circ,cm,1,33.94161932,0.04301875
fenton_2013,38.14285714,weeks,m,head_circ,cm,1,34.02538524,0.04284144
fenton_2013,38.28571429,weeks,m,head_circ,cm,1,34.10825551,0.042664531
fenton_2013,38.42857143,weeks,m,head_circ,cm,1,34.19025933,0.04248806
fenton_2013,38.57142857,weeks,m,head_circ,cm,1,34.27142592,0.042312062
fenton_2013,38.71428571,weeks,m,head_circ,cm,1,34.35178447,0.042136571
fenton_2013,38.85714286,weeks,m,head_circ,cm,1,34.4313642,0.041961622
fenton_2013,39,weeks,m,head_circ,cm,1,34.51019432,0.04178725
fenton_2013,39.14285714,weeks,m,head_circ,cm,1,34.58830403,0.041613491
fenton_2013,39.28571429,weeks,m,head_circ,cm,1,34.66572253,0.041440378
fenton_2013,39.42857143,weeks,m,head_circ,cm,1,34.74247905,0.041267948
fenton_2013,39.57142857,weeks,m,head_circ,cm,1,34.81860277,0.041096235
fenton_2013,39.71428571,weeks,m,head_circ,cm,1,34.89412292,0.040925275
fenton_2013,39.85714286,weeks,m,head_circ,cm,1,34.9690687,0.040755101
fenton_2013,40,weeks,m,head_circ,cm,1,35.04346932,0.04058575
fenton_2013,40.14285714,weeks,m,head_circ,cm,1,35.11735398,0.040417256
fenton_2013,40.28571429,weeks,m,head_circ,cm,1,35.19075189,0.040249654
fenton_2013,40.42857143,weeks,m,head_circ,cm,1,35.26369226,0.040082979
fenton_2013,40.57142857,weeks,m,head_circ,cm,1,35.33620382,0.039917265
fenton_2013,40.71428571,weeks,m,head_circ,cm,1,35.40830411,0.039752523
fenton_2013,40.85714286,weeks,m,head_circ,cm,1,35.47999954,0.039588739
fenton_2013,41,weeks,m,head_circ,cm,1,35.55129602,0.0394259
fenton_2013,41.14285714,weeks,m,head_circ,cm,1,35.62219946,0.039263992
fenton_2013,41.28571429,weeks,m,head_circ,cm,1,35.69271576,0.039103
fenton_2013,41.42857143,weeks,m,head_circ,cm,1,35.76285084,0.03894291
fenton_2013,41.57142857,weeks,m,head_circ,cm,1,35.83261061,0.03878371
fenton_2013,41.71428571,weeks,m,head_circ,cm,1,35.90200098,0.038625384
fenton_2013,41.85714286,weeks,m,head_circ,cm,1,35.97102786,0.038467919
fenton_2013,42,weeks,m,head_circ,cm,1,36.03969716,0.0383113
fenton_2013,42.14285714,weeks,m,head_circ,cm,1,36.10801479,0.038155514
fenton_2013,42.28571429,weeks,m,head_circ,cm,1,36.17598666,0.038000547
fenton_2013,42.42857143,weeks,m,head_circ,cm,1,36.24361868,0.037846384
fenton_2013,42.57142857,weeks,m,head_circ,cm,1,36.31091676,0.037693012
fenton_2013,42.71428571,weeks,m,head_circ,cm,1,36.37788681,0.037540417
fenton_2013,42.85714286,weeks,m,head_circ,cm,1,36.44453475,0.037388584
fenton_2013,43,weeks,m,head_circ,cm,1,36.51086648,0.0372375
fenton_2013,43.14285714,weeks,m,head_circ,cm,1,36.57688791,0.037087151
fenton_2013,43.28571429,weeks,m,head_circ,cm,1,36.64260496,0.036937522
fenton_2013,43.42857143,weeks,m,head_circ,cm,1,36.70802353,0.0367886
fenton_2013,43.57142857,weeks,m,head_circ,cm,1,36.77314953,0.036640371
fenton_2013,43.71428571,weeks,m,head_circ,cm,1,36.83798887,0.036492821
fenton_2013,43.85714286,weeks,m,head_circ,cm,1,36.90254747,0.036345935
fenton_2013,44,weeks,m,head_circ,cm,1,36.96683124,0.0361997
fenton_2013,44.14285714,weeks,m,head_circ,cm,1,37.03084608,0.036054102
fenton_2013,44.28571429,weeks,m,head_circ,cm,1,37.09459792,0.035909126
fenton_2013,44.42857143,weeks,m,head_circ,cm,1,37.15809265,0.035764759
fenton_2013,44.57142857,weeks,m,head_circ,cm,1,37.2213362,0.035620987
fenton_2013,44.71428571,weeks,m,head_circ,cm,1,37.28433447,0.035477796
fenton_2013,44.85714286,weeks,m,head_circ,cm,1,37.34709336,0.035335172
fenton_2013,45,weeks,m,head_circ,cm,1,37.40961879,0.0351931
fenton_2013,45.14285714,weeks,m,head_circ,cm,1,37.47191667,0.035051567
fenton_2013,45.28571429,weeks,m,head_circ,cm,1,37.53399289,0.034910559
fenton_2013,45.42857143,weeks,m,head_circ,cm,1,37.59585337,0.034770061
fenton_2013,45.57142857,weeks,m,head_circ,cm,1,37.65750401,0.034630061
fenton_2013,45.71428571,weeks,m,head_circ,cm,1,37.71895072,0.034490543
fenton_2013,45.85714286,weeks,m,head_circ,cm,1,37.78019944,0.034351494
fenton_2013,46,weeks,m,head_circ,cm,1,37.84125609,0.0342129
fenton_2013,46.14285714,weeks,m,head_circ,cm,1,37.90212658,0.034074747
fenton_2013,46.28571429,weeks,m,head_circ,cm,1,37.96281684,0.03393702
fenton_2013,46.42857143,weeks,m,head_circ,cm,1,38.02333281,0.033799707
fenton_2013,46.57142857,weeks,m,head_circ,cm,1,38.08368038,0.033662791
fenton_2013,46.71428571,weeks,m,head_circ,cm,1,38.14386547,0.033526261
fenton_2013,46.85714286,weeks,m,head_circ,cm,1,38.20389394,0.033390101
fenton_2013,47,weeks,m,head_circ,cm,1,38.26377163,0.033254299
fenton_2013,47.14285714,weeks,m,head_circ,cm,1,38.32350442,0.033118839
fenton_2013,47.28571429,weeks,m,head_circ,cm,1,38.38309817,0.032983709
fenton_2013,47.42857143,weeks,m,head_circ,cm,1,38.44255874,0.032848894
fenton_2013,47.57142857,weeks,m,head_circ,cm,1,38.50189199,0.03271438
fenton_2013,47.71428571,weeks,m,head_circ,cm,1,38.5611039,0.032580154
fenton_2013,47.85714286,weeks,m,head_circ,cm,1,38.62020056,0.0324462
fenton_2013,48,weeks,m,head_circ,cm,1,38.67918807,0.032312505
fenton_2013,48.14285714,weeks,m,head_circ,cm,1,38.73807251,0.032179054
fenton_2013,48.28571429,weeks,m,head_circ,cm,1,38.79685999,0.032045833
fenton_2013,48.42857143,weeks,m,head_circ,cm,1,38.8555566,0.031912827
fenton_2013,48.57142857,weeks,m,head_circ,cm,1,38.91416841,0.031780022
fenton_2013,48.71428571,weeks,m,head_circ,cm,1,38.97270108,0.031647403
fenton_2013,48.85714286,weeks,m,head_circ,cm,1,39.03115986,0.03151496
fenton_2013,49,weeks,m,head_circ,cm,1,39.08954996,0.03138268
fenton_2013,49.14285714,weeks,m,head_circ,cm,1,39.14787663,0.03125055
fenton_2013,49.28571429,weeks,m,head_circ,cm,1,39.20614507,0.031118557
fenton_2013,49.42857143,weeks,m,head_circ,cm,1,39.26436052,0.03098669
fenton_2013,49.57142857,weeks,m,head_circ,cm,1,39.32252835,0.030854936
fenton_2013,49.71428571,weeks,m,head_circ,cm,1,39.38065764,0.030723273
fenton_2013,49.85714286,weeks,m,head_circ,cm,1,39.43876112,0.030591671
fenton_2013,50,weeks,m,head_circ,cm,1,39.4968517,0.0304601
fenton_2013,23.5,weeks,f,head_circ,cm,1,20.87742773,0.056647001
fenton_2013,23.57142857,weeks,f,head_circ,cm,1,20.9436698,0.05663345
fenton_2013,23.71428571,weeks,f,head_circ,cm,1,21.07615679,0.056606219
fenton_2013,23.85714286,weeks,f,head_circ,cm,1,21.20865236,0.056578596
fenton_2013,24,weeks,f,head_circ,cm,1,21.34116222,0.056550321
fenton_2013,24.14285714,weeks,f,head_circ,cm,1,21.47369209,0.056521134
fenton_2013,24.28571429,weeks,f,head_circ,cm,1,21.60624769,0.056490774
fenton_2013,24.42857143,weeks,f,head_circ,cm,1,21.73883472,0.056458979
fenton_2013,24.57142857,weeks,f,head_circ,cm,1,21.8714588,0.056425496
fenton_2013,24.71428571,weeks,f,head_circ,cm,1,22.00412276,0.056390193
fenton_2013,24.85714286,weeks,f,head_circ,cm,1,22.13682671,0.056353067
fenton_2013,25,weeks,f,head_circ,cm,1,22.26957061,0.056314119
fenton_2013,25.14285714,weeks,f,head_circ,cm,1,22.40235446,0.056273349
fenton_2013,25.28571429,weeks,f,head_circ,cm,1,22.53517821,0.056230759
fenton_2013,25.42857143,weeks,f,head_circ,cm,1,22.66804186,0.05618635
fenton_2013,25.57142857,weeks,f,head_circ,cm,1,22.80094541,0.056140121
fenton_2013,25.71428571,weeks,f,head_circ,cm,1,22.9338896,0.056092038
fenton_2013,25.85714286,weeks,f,head_circ,cm,1,23.06687593,0.056042034
fenton_2013,26,weeks,f,head_circ,cm,1,23.1999059,0.055990039
fenton_2013,26.14285714,weeks,f,head_circ,cm,1,23.33298103,0.055935985
fenton_2013,26.28571429,weeks,f,head_circ,cm,1,23.46610283,0.055879803
fenton_2013,26.42857143,weeks,f,head_circ,cm,1,23.59927282,0.055821422
fenton_2013,26.57142857,weeks,f,head_circ,cm,1,23.73249251,0.055760775
fenton_2013,26.71428571,weeks,f,head_circ,cm,1,23.86576321,0.055697802
fenton_2013,26.85714286,weeks,f,head_circ,cm,1,23.99908602,0.055632453
fenton_2013,27,weeks,f,head_circ,cm,1,24.13246205,0.055564676
fenton_2013,27.14285714,weeks,f,head_circ,cm,1,24.2658924,0.055494421
fenton_2013,27.28571429,weeks,f,head_circ,cm,1,24.39937818,0.055421639
fenton_2013,27.42857143,weeks,f,head_circ,cm,1,24.53292049,0.055346279
fenton_2013,27.57142857,weeks,f,head_circ,cm,1,24.66652043,0.055268291
fenton_2013,27.71428571,weeks,f,head_circ,cm,1,24.80017916,0.055187621
fenton_2013,27.85714286,weeks,f,head_circ,cm,1,24.93389789,0.055104215
fenton_2013,28,weeks,f,head_circ,cm,1,25.06767785,0.055018017
fenton_2013,28.14285714,weeks,f,head_circ,cm,1,25.20152023,0.054928972
fenton_2013,28.28571429,weeks,f,head_circ,cm,1,25.33542625,0.054837024
fenton_2013,28.42857143,weeks,f,head_circ,cm,1,25.46939713,0.054742119
fenton_2013,28.57142857,weeks,f,head_circ,cm,1,25.60343408,0.0546442
fenton_2013,28.71428571,weeks,f,head_circ,cm,1,25.7375383,0.054543214
fenton_2013,28.85714286,weeks,f,head_circ,cm,1,25.87171097,0.054439106
fenton_2013,29,weeks,f,head_circ,cm,1,26.00595327,0.054331822
fenton_2013,29.14285714,weeks,f,head_circ,cm,1,26.1402664,0.054221308
fenton_2013,29.28571429,weeks,f,head_circ,cm,1,26.27465153,0.054107511
fenton_2013,29.42857143,weeks,f,head_circ,cm,1,26.40910985,0.053990375
fenton_2013,29.57142857,weeks,f,head_circ,cm,1,26.54364253,0.053869848
fenton_2013,29.71428571,weeks,f,head_circ,cm,1,26.67825078,0.053745875
fenton_2013,29.85714286,weeks,f,head_circ,cm,1,26.81293578,0.053618402
fenton_2013,30,weeks,f,head_circ,cm,1,26.94769871,0.053487374
fenton_2013,30.14285714,weeks,f,head_circ,cm,1,27.08254079,0.053352738
fenton_2013,30.28571429,weeks,f,head_circ,cm,1,27.21746319,0.053214438
fenton_2013,30.42857143,weeks,f,head_circ,cm,1,27.3524671,0.05307242
fenton_2013,30.57142857,weeks,f,head_circ,cm,1,27.48755274,0.052926633
fenton_2013,30.71428571,weeks,f,head_circ,cm,1,27.62269768,0.052777099
fenton_2013,30.85714286,weeks,f,head_circ,cm,1,27.75785685,0.05262391
fenton_2013,31,weeks,f,head_circ,cm,1,27.8929842,0.052467163
fenton_2013,31.14285714,weeks,f,head_circ,cm,1,28.02803369,0.052306955
fenton_2013,31.28571429,weeks,f,head_circ,cm,1,28.16295926,0.052143381
fenton_2013,31.42857143,weeks,f,head_circ,cm,1,28.29771487,0.051976539
fenton_2013,31.57142857,weeks,f,head_circ,cm,1,28.43225446,0.051806524
fenton_2013,31.71428571,weeks,f,head_circ,cm,1,28.566532,0.051633434
fenton_2013,31.85714286,weeks,f,head_circ,cm,1,28.70050143,0.051457364
fenton_2013,32,weeks,f,head_circ,cm,1,28.83411671,0.051278412
fenton_2013,32.14285714,weeks,f,head_circ,cm,1,28.96733178,0.051096673
fenton_2013,32.28571429,weeks,f,head_circ,cm,1,29.10010059,0.050912244
fenton_2013,32.42857143,weeks,f,head_circ,cm,1,29.23237711,0.050725221
fenton_2013,32.57142857,weeks,f,head_circ,cm,1,29.36411528,0.050535701
fenton_2013,32.71428571,weeks,f,head_circ,cm,1,29.49526905,0.05034378
fenton_2013,32.85714286,weeks,f,head_circ,cm,1,29.62579237,0.050149555
fenton_2013,33,weeks,f,head_circ,cm,1,29.7556392,0.049953122
fenton_2013,33.14285714,weeks,f,head_circ,cm,1,29.88476349,0.049754578
fenton_2013,33.28571429,weeks,f,head_circ,cm,1,30.0131192,0.049554019
fenton_2013,33.42857143,weeks,f,head_circ,cm,1,30.14066026,0.049351541
fenton_2013,33.57142857,weeks,f,head_circ,cm,1,30.26734063,0.04914724
fenton_2013,33.71428571,weeks,f,head_circ,cm,1,30.39311427,0.048941215
fenton_2013,33.85714286,weeks,f,head_circ,cm,1,30.51793513,0.048733559
fenton_2013,34,weeks,f,head_circ,cm,1,30.64175716,0.048524371
fenton_2013,34.14285714,weeks,f,head_circ,cm,1,30.76453431,0.048313747
fenton_2013,34.28571429,weeks,f,head_circ,cm,1,30.88622053,0.048101782
fenton_2013,34.42857143,weeks,f,head_circ,cm,1,31.00676977,0.047888575
fenton_2013,34.57142857,weeks,f,head_circ,cm,1,31.12613599,0.047674219
fenton_2013,34.71428571,weeks,f,head_circ,cm,1,31.24427314,0.047458814
fenton_2013,34.85714286,weeks,f,head_circ,cm,1,31.36113516,0.047242454
fenton_2013,35,weeks,f,head_circ,cm,1,31.47667602,0.047025236
fenton_2013,35.14285714,weeks,f,head_circ,cm,1,31.59084966,0.046807257
fenton_2013,35.28571429,weeks,f,head_circ,cm,1,31.70361004,0.046588613
fenton_2013,35.42857143,weeks,f,head_circ,cm,1,31.8149111,0.0463694
fenton_2013,35.57142857,weeks,f,head_circ,cm,1,31.92470827,0.046149715
fenton_2013,35.71428571,weeks,f,head_circ,cm,1,32.03299063,0.045929655
fenton_2013,35.85714286,weeks,f,head_circ,cm,1,32.13978097,0.045709315
fenton_2013,36,weeks,f,head_circ,cm,1,32.24510352,0.045488793
fenton_2013,36.14285714,weeks,f,head_circ,cm,1,32.34898253,0.045268184
fenton_2013,36.28571429,weeks,f,head_circ,cm,1,32.45144224,0.045047586
fenton_2013,36.42857143,weeks,f,head_circ,cm,1,32.55250689,0.044827094
fenton_2013,36.57142857,weeks,f,head_circ,cm,1,32.65220071,0.044606805
fenton_2013,36.71428571,weeks,f,head_circ,cm,1,32.75054795,0.044386815
fenton_2013,36.85714286,weeks,f,head_circ,cm,1,32.84757286,0.044167221
fenton_2013,37,weeks,f,head_circ,cm,1,32.94329966,0.04394812
fenton_2013,37.14285714,weeks,f,head_circ,cm,1,33.0377526,0.043729607
fenton_2013,37.28571429,weeks,f,head_circ,cm,1,33.13095593,0.043511779
fenton_2013,37.42857143,weeks,f,head_circ,cm,1,33.22293388,0.043294733
fenton_2013,37.57142857,weeks,f,head_circ,cm,1,33.31371069,0.043078565
fenton_2013,37.71428571,weeks,f,head_circ,cm,1,33.4033106,0.042863372
fenton_2013,37.85714286,weeks,f,head_circ,cm,1,33.49175786,0.042649249
fenton_2013,38,weeks,f,head_circ,cm,1,33.5790767,0.042436293
fenton_2013,38.14285714,weeks,f,head_circ,cm,1,33.66529137,0.042224602
fenton_2013,38.28571429,weeks,f,head_circ,cm,1,33.75042611,0.04201427
